All Evaluation Data

Baseline_Even
Average Distance to Nearest Beat (Average),0.11493260683304055
Average Distance to Nearest Beat (Proximity Score),0.2225445829711339
Average Distance to Nearest Downbeat (Average),0.49807109773968705
Average Distance to Nearest Downbeat (Proximity Score),0.9721554542303013
Average Distance to Nearest GT Segment (Average),6.575224480605978
Average Distance to Nearest GT Segment (Proximity Score),13.098036795983221
Average Percent of Ground Truth Boundaries (0.5),0.12756132756132757
Average Percent of Ground Truth Boundaries Found (0.5),0.1157953157953158
Average Percent of Ground Truth Boundaries (3),0.3254689754689755
Average Percent of Ground Truth Boundaries Found (3),0.2941669441669442
Average Percent of Ground Truth Boundaries (2 beats),0.13946608946608946
Average Percent of Ground Truth Boundaries Found (2 beats),0.1267843267843268
Average Rand Index Score,0.6831736763194716

Baseline_Random
Average Distance to Nearest Beat (Average),0.12470417056860543
Average Distance to Nearest Beat (Proximity Score),0.24533290862623236
Average Distance to Nearest Downbeat (Average),0.5070553260434687
Average Distance to Nearest Downbeat (Proximity Score),0.9965779410897646
Average Distance to Nearest GT Segment (Average),5.801253179576015
Average Distance to Nearest GT Segment (Proximity Score),11.755865308475313
Average Percent of Ground Truth Boundaries (0.5),0.023809523809523808
Average Percent of Ground Truth Boundaries Found (0.5),0.02197802197802198
Average Percent of Ground Truth Boundaries (3),0.20663780663780665
Average Percent of Ground Truth Boundaries Found (3),0.14337329337329338
Average Percent of Ground Truth Boundaries (2 beats),0.03571428571428571
Average Percent of Ground Truth Boundaries Found (2 beats),0.03296703296703297
Average Rand Index Score,0.661937264057982
