id,start,end,label
1,8.945661483099519,31.176183465461207,3
2,31.176183465461207,37.0114464724698,4
3,37.0114464724698,38.92800147456252,2
4,38.92800147456252,39.63151835828561,2
5,39.63151835828561,55.274404640086914,2
6,55.274404640086914,59.39589902393308,2
7,59.39589902393308,119.85090490579795,3
8,119.85090490579795,126.53677757138149,1
9,126.53677757138149,157.5403930144529,4
10,157.5403930144529,161.32239648392516,1
11,161.32239648392516,177.1639811852743,1
12,177.1639811852743,184.34424072116602,0
